query,template_family,station,intent,origin,destination,transport_mode,information_type,slots_reviewed,language,script,source,split
how to reach nandanam from anna nagar in chennai?,route_query:reach_english,ANNA_NAGAR,route_query,ANNA_NAGAR,NANDANAM,,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या हाई कोर्ट से लिटिल माउंट के लिए कोई सीधा रास्ता है?,route_query:direct_path,HIGH_COURT,route_query,HIGH_COURT,LITTLE_MOUNT,,,False,hi,devanagari,template_combinatorial,train
central railway station se meenambakkam interchange station kaun sa padega?,route_query:interchange_point,CHENNAI_CENTRAL,route_query,CHENNAI_CENTRAL,MEENAMBAKKAM,,,False,hinglish,latin_hinglish,template_combinatorial,train
central se t nagar travel directions,route_query:directions,CHENNAI_CENTRAL,route_query,CHENNAI_CENTRAL,NANDANAM,,,False,hinglish,latin_hinglish,template_combinatorial,train
सेंट्रल रेलवे स्टेशन से चेन्नई बीच के लिए सीधी मेट्रो या ट्रेन है क्या?,route_query:direct_metro,CHENNAI_CENTRAL,route_query,CHENNAI_CENTRAL,CHENNAI_BEACH,,,False,hi,devanagari,template_combinatorial,train
नेहरू पार्क से गिंडी के लिए दिशा-निर्देश दीजिए,route_query:directions,NEHRU_PARK,route_query,NEHRU_PARK,GUINDY,,,False,hi,devanagari,template_combinatorial,train
लिटिल माउंट से चेन्नई एयरपोर्ट जाने के लिए इंटरचेंज कहाँ करना होगा?,route_query:interchange_point,LITTLE_MOUNT,route_query,LITTLE_MOUNT,CHENNAI_AIRPORT,,,False,hi,devanagari,template_combinatorial,train
अन्ना नगर से अशोक नगर जाने के लिए इंटरचेंज कहाँ करना होगा?,route_query:interchange_point,ANNA_NAGAR,route_query,ANNA_NAGAR,ASHOK_NAGAR,,,False,hi,devanagari,template_combinatorial,train
किल्पॉक से अन्ना नगर के लिए कौन सी ट्रेन या बस ठीक रहेगी?,route_query:mode_advice,KILPAUK,route_query,KILPAUK,ANNA_NAGAR,,,False,hi,devanagari,template_combinatorial,train
high court se chennai central fastest way to travel?,route_query:fastest_path,HIGH_COURT,route_query,HIGH_COURT,CHENNAI_CENTRAL,,,False,hinglish,latin_hinglish,template_combinatorial,train
nehru park se tambaram travel directions,route_query:directions,NEHRU_PARK,route_query,NEHRU_PARK,TAMBARAM,,,False,hinglish,latin_hinglish,template_combinatorial,train
nandanam se central railway station kaise jau?,route_query:how_basic,NANDANAM,route_query,NANDANAM,CHENNAI_CENTRAL,,,False,hinglish,latin_hinglish,template_combinatorial,train
लिटिल माउंट से तिरुमंगलम जाने के लिए क्या साधन है?,route_query:means_transport,LITTLE_MOUNT,route_query,LITTLE_MOUNT,THIRUMANGALAM,,,False,hi,devanagari,template_combinatorial,train
एजी-डीएमएस से लिटिल माउंट के लिए सीधी मेट्रो या ट्रेन है क्या?,route_query:direct_metro,AG_DMS,route_query,AG_DMS,LITTLE_MOUNT,,,False,hi,devanagari,template_combinatorial,train
टी नगर से कोयम्बेडु मार्केट जाने के लिए सबसे तेज़ रास्ता कौन सा है?,route_query:fastest_path,NANDANAM,route_query,NANDANAM,KOYAMBEDU,,,False,hi,devanagari,template_combinatorial,train
high court se cmbt interchange station kaun sa padega?,route_query:interchange_point,HIGH_COURT,route_query,HIGH_COURT,CMBT,,,False,hinglish,latin_hinglish,template_combinatorial,train
एजी-डीएमएस से अन्ना नगर के लिए सीधी मेट्रो या ट्रेन है क्या?,route_query:direct_metro,AG_DMS,route_query,AG_DMS,ANNA_NAGAR,,,False,hi,devanagari,template_combinatorial,train
क्या नेहरू पार्क से चेन्नई सेंट्रल के लिए कोई सीधा रास्ता है?,route_query:direct_path,NEHRU_PARK,route_query,NEHRU_PARK,CHENNAI_CENTRAL,,,False,hi,devanagari,template_combinatorial,train
meenambakkam se guindy ke liye kaun sa route best hai?,route_query:best_route,MEENAMBAKKAM,route_query,MEENAMBAKKAM,GUINDY,,,False,hinglish,latin_hinglish,template_combinatorial,train
lic se government estate jane ke liye direct train hai kya?,route_query:direct_train,LIC,route_query,LIC,GOVERNMENT_ESTATE,,,False,hinglish,latin_hinglish,template_combinatorial,train
central railway station se velachery fastest way to travel?,route_query:fastest_path,CHENNAI_CENTRAL,route_query,CHENNAI_CENTRAL,VELACHERY,,,False,hinglish,latin_hinglish,template_combinatorial,train
एलआईसी स्टेशन से निकलकर कोयम्बेडु मार्केट तक कैसे पहुंचें?,route_query:station_exit,LIC,route_query,LIC,KOYAMBEDU,,,False,hi,devanagari,template_combinatorial,train
एयरपोर्ट से लिटिल माउंट के लिए कौन सी ट्रेन या बस ठीक रहेगी?,route_query:mode_advice,CHENNAI_AIRPORT,route_query,CHENNAI_AIRPORT,LITTLE_MOUNT,,,False,hi,devanagari,template_combinatorial,train
guindy se egmore travel directions,route_query:directions,GUINDY,route_query,GUINDY,CHENNAI_EGMORE,,,False,hinglish,latin_hinglish,template_combinatorial,train
अन्ना नगर से एजी-डीएमएस के लिए सीधी मेट्रो या ट्रेन है क्या?,route_query:direct_metro,ANNA_NAGAR,route_query,ANNA_NAGAR,AG_DMS,,,False,hi,devanagari,template_combinatorial,train
हाई कोर्ट से एलआईसी के लिए कौन सी ट्रेन या बस ठीक रहेगी?,route_query:mode_advice,HIGH_COURT,route_query,HIGH_COURT,LIC,,,False,hi,devanagari,template_combinatorial,train
हाई कोर्ट से सेंट्रल रेलवे स्टेशन का सबसे सुरक्षित रास्ता क्या है?,route_query:safe_route,HIGH_COURT,route_query,HIGH_COURT,CHENNAI_CENTRAL,,,False,hi,devanagari,template_combinatorial,train
तिरुमंगलम से चेन्नई बीच जाने के लिए सबसे तेज़ रास्ता कौन सा है?,route_query:fastest_path,THIRUMANGALAM,route_query,THIRUMANGALAM,CHENNAI_BEACH,,,False,hi,devanagari,template_combinatorial,train
एयरपोर्ट से कोयम्बेडु मार्केट जाने के लिए इंटरचेंज कहाँ करना होगा?,route_query:interchange_point,CHENNAI_AIRPORT,route_query,CHENNAI_AIRPORT,KOYAMBEDU,,,False,hi,devanagari,template_combinatorial,train
how to reach central from anna nagar in chennai?,route_query:reach_english,ANNA_NAGAR,route_query,ANNA_NAGAR,CHENNAI_CENTRAL,,,False,hinglish,latin_hinglish,template_combinatorial,train
ashok nagar se thousand lights kaise jau?,route_query:how_basic,ASHOK_NAGAR,route_query,ASHOK_NAGAR,THOUSAND_LIGHTS,,,False,hinglish,latin_hinglish,template_combinatorial,train
nehru park to t nagar kaise pahuche?,route_query:reach_info,NEHRU_PARK,route_query,NEHRU_PARK,NANDANAM,,,False,hinglish,latin_hinglish,template_combinatorial,train
nehru park se high court fastest way to travel?,route_query:fastest_path,NEHRU_PARK,route_query,NEHRU_PARK,HIGH_COURT,,,False,hinglish,latin_hinglish,template_combinatorial,train
चेन्नई बीच से सैदापेट जाने के लिए क्या साधन है?,route_query:means_transport,CHENNAI_BEACH,route_query,CHENNAI_BEACH,SAIDAPET,,,False,hi,devanagari,template_combinatorial,train
किल्पॉक से चेन्नई सेंट्रल के लिए दिशा-निर्देश दीजिए,route_query:directions,KILPAUK,route_query,KILPAUK,CHENNAI_CENTRAL,,,False,hi,devanagari,template_combinatorial,train
तिरुमंगलम से सीएमबीटी के लिए दिशा-निर्देश दीजिए,route_query:directions,THIRUMANGALAM,route_query,THIRUMANGALAM,CMBT,,,False,hi,devanagari,template_combinatorial,train
वडापलानी से ताम्बरम के लिए दिशा-निर्देश दीजिए,route_query:directions,VADAPALANI,route_query,VADAPALANI,TAMBARAM,,,False,hi,devanagari,template_combinatorial,train
एयरपोर्ट से तिरुमंगलम का सबसे सुरक्षित रास्ता क्या है?,route_query:safe_route,CHENNAI_AIRPORT,route_query,CHENNAI_AIRPORT,THIRUMANGALAM,,,False,hi,devanagari,template_combinatorial,train
teynampet se vadapalani travel directions,route_query:directions,TEYNAMPET,route_query,TEYNAMPET,VADAPALANI,,,False,hinglish,latin_hinglish,template_combinatorial,train
chennai egmore se meenambakkam travel directions,route_query:directions,CHENNAI_EGMORE,route_query,CHENNAI_EGMORE,MEENAMBAKKAM,,,False,hinglish,latin_hinglish,template_combinatorial,train
तिरुमंगलम से चेन्नई बीच का सबसे सुरक्षित रास्ता क्या है?,route_query:safe_route,THIRUMANGALAM,route_query,THIRUMANGALAM,CHENNAI_BEACH,,,False,hi,devanagari,template_combinatorial,train
कृपया चेन्नई बीच से ताम्बरम जाने का सबसे आसान तरीका बताएं,route_query:easiest_way,CHENNAI_BEACH,route_query,CHENNAI_BEACH,TAMBARAM,,,False,hi,devanagari,template_combinatorial,train
एयरपोर्ट से सेंट्रल रेलवे स्टेशन जाने के लिए क्या साधन है?,route_query:means_transport,CHENNAI_AIRPORT,route_query,CHENNAI_AIRPORT,CHENNAI_CENTRAL,,,False,hi,devanagari,template_combinatorial,train
central railway station se government estate jane ke liye direct train hai kya?,route_query:direct_train,CHENNAI_CENTRAL,route_query,CHENNAI_CENTRAL,GOVERNMENT_ESTATE,,,False,hinglish,latin_hinglish,template_combinatorial,train
chennai airport to meenambakkam kaise pahuche?,route_query:reach_info,CHENNAI_AIRPORT,route_query,CHENNAI_AIRPORT,MEENAMBAKKAM,,,False,hinglish,latin_hinglish,template_combinatorial,train
how to reach chennai airport from nandanam in chennai?,route_query:reach_english,NANDANAM,route_query,NANDANAM,CHENNAI_AIRPORT,,,False,hinglish,latin_hinglish,template_combinatorial,train
सैदापेट से तिरुमंगलम के लिए सीधी मेट्रो या ट्रेन है क्या?,route_query:direct_metro,SAIDAPET,route_query,SAIDAPET,THIRUMANGALAM,,,False,hi,devanagari,template_combinatorial,train
हवाई अड्डा से सेंट थॉमस माउंट के लिए कौन सी ट्रेन या बस ठीक रहेगी?,route_query:mode_advice,CHENNAI_AIRPORT,route_query,CHENNAI_AIRPORT,ST_THOMAS_MOUNT,,,False,hi,devanagari,template_combinatorial,train
चेन्नई बीच से एजी-डीएमएस जाने के लिए क्या साधन है?,route_query:means_transport,CHENNAI_BEACH,route_query,CHENNAI_BEACH,AG_DMS,,,False,hi,devanagari,template_combinatorial,train
किल्पॉक से हवाई अड्डा कैसे जाऊँ?,route_query:how_basic,KILPAUK,route_query,KILPAUK,CHENNAI_AIRPORT,,,False,hi,devanagari,template_combinatorial,train
एलआईसी से गवर्नमेंट एस्टेट के लिए सीधी मेट्रो या ट्रेन है क्या?,route_query:direct_metro,LIC,route_query,LIC,GOVERNMENT_ESTATE,,,False,hi,devanagari,template_combinatorial,train
वडापलानी से तेनामपेट के लिए दिशा-निर्देश दीजिए,route_query:directions,VADAPALANI,route_query,VADAPALANI,TEYNAMPET,,,False,hi,devanagari,template_combinatorial,train
central railway station se chennai beach kaise jau?,route_query:how_basic,CHENNAI_CENTRAL,route_query,CHENNAI_CENTRAL,CHENNAI_BEACH,,,False,hinglish,latin_hinglish,template_combinatorial,train
एयरपोर्ट से तिरुमंगलम कैसे पहुंच सकते हैं?,route_query:reach_info,CHENNAI_AIRPORT,route_query,CHENNAI_AIRPORT,THIRUMANGALAM,,,False,hi,devanagari,template_combinatorial,train
एलआईसी से सैदापेट जाने के लिए क्या साधन है?,route_query:means_transport,LIC,route_query,LIC,SAIDAPET,,,False,hi,devanagari,template_combinatorial,train
how to reach ashok nagar from nandanam in chennai?,route_query:reach_english,NANDANAM,route_query,NANDANAM,ASHOK_NAGAR,,,False,hinglish,latin_hinglish,template_combinatorial,train
