annotation_id,taxonomy,query,reference_primary,model_primary,reference_acceptable,model_acceptable,reference_clarification,model_clarification,model_clarification_reasons,model_brief_justification,disagreement_flags,disagreement_score
ANN_B2_134,T2,bl ln liv stts trckr me bh khn phnch h,realtime_status_query,realtime_status_query,realtime_status_query,realtime_status_query,False,True,missing_slot,"The user is requesting live tracking information ('liv stts trckr me bh khn phnch h' / 'live status tracker mein abhi kahan pahunchi hai') for the Blue Line. While the intent is unambiguously realtime_status_query, the query lacks essential operational slots such as the direction of travel or specific train/trip identifier.",clarification_mismatch,1
ANN_B2_136,T2,Vadapalani se 10:15 pe kaunsi scheduled metro feeder hai?,service_timing,service_timing,service_timing,service_availability|service_timing,False,False,,"The user is inquiring about scheduled departures from Vadapalani at 10:15 for a metro feeder service, which is a timetable schedule inquiry under service_timing.",acceptable_set_mismatch,1
ANN_B2_137,T2,10:00 night scheduled metro departure from tmabaram?,service_timing,service_timing,service_timing,service_availability|service_timing,False,False,,"The commuter is inquiring about scheduled departure timetable information at a specific time (10:00 night) from Tambaram, which directly aligns with service_timing. It carries a secondary possibility of inquiring whether a 10:00 PM departure exists/operates (service_availability).",acceptable_set_mismatch,1
ANN_B2_138,T2,Tambaram से next train kab hai?,service_timing,service_timing,service_availability|service_timing,service_timing,True,True,missing_slot,"The commuter is asking for the departure schedule of the upcoming train from Tambaram ('next train kab hai?'), which falls under timetable schedule queries (service_timing). As the destination station is not specified, clarification is required due to execution incompleteness (missing_slot).",acceptable_set_mismatch,1
ANN_B2_140,T2,kymbd s lndr ka rt kya h,route_query,,route_query,fare_query|route_query,False,True,intent_ambiguity,"The query 'kymbd s lndr ka rt kya h' (Koyambedu se Alandur ka rt kya hai) uses the abbreviation 'rt', which is genuinely ambiguous between 'route' (route_query) and 'rate'/fare (fare_query). Since neither interpretation uniquely dominates, primary_label is null with clarification required for intent ambiguity.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_146,T2,बस 21G tambaram जाएगी?,route_stops,route_stops,route_stops,route_stops|service_availability,False,False,,"The query asks whether a designated transit service ('बस 21G') serves or halts at a specific location ('Tambaram'), which constitutes a stop membership check under route_stops. An alternative operational interpretation regarding whether the service operates to Tambaram is captured under service_availability.",acceptable_set_mismatch,1
ANN_B2_147,T2,Perungalathur से next train kab hai?,service_timing,service_timing,service_availability|service_timing,service_timing,True,True,missing_slot,"The commuter is asking for the timetable schedule/departure time ('next train kab hai') from Perungalathur, which falls under service_timing. The intent is unambiguous, but the destination station or direction of travel is missing.",acceptable_set_mismatch,1
ANN_B2_148,T2,Anna University metro se kaise pahuchein?,route_query,route_query,route_query,route_query,False,True,missing_slot,"The user is asking how to reach a destination (Anna University) via the metro system ('metro se kaise pahuchein'), which expresses a journey planning/directions intent (route_query). The intent is clear, but the origin location is missing, representing an execution gap (missing_slot) rather than semantic ambiguity.",clarification_mismatch,1
ANN_B2_149,T2,is adyr stn open rght now,service_availability,service_timing,service_availability|service_timing,realtime_status_query|service_availability|service_timing,True,False,,"The commuter asks whether Adyar station is currently open ('is adyr stn open rght now'). Under Boundary Rule 3.4, temporal references alone do not indicate a realtime query in the absence of explicit live tracking, disruption, or crowdedness indicators; station opening and closing times are governed by scheduled operating hours (first/last service hours), mapping primarily to service_timing. Operational availability (service_availability) and live operational status (realtime_status_query) represent plausible secondary interpretations.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_150,T2,Where should I interchange between Perambur and Guindy?,interchange_query,route_query,interchange_query,interchange_query|route_query,False,False,,"The commuter is seeking transit journey planning between an origin (Perambur) and destination (Guindy). Under Boundary Rule 3.2, cross-town journey inquiries fall under route_query, while interchange_query is an acceptable secondary interpretation because the utterance explicitly asks where to execute an interchange.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_152,T2,कोयम्बेडु पर bus कितनी कितनी देर में आती ह?ै,service_timing,service_timing,service_timing,service_timing,False,True,missing_slot,"The commuter is asking about bus frequency/headway ('कितनी कितनी देर में आती है') at Koyambedu, which corresponds to service_timing. Because the specific bus route or destination is omitted, clarification is needed due to a missing slot.",clarification_mismatch,1
ANN_B2_154,T2,कहाँ से वेलाचेरी जाऊं?,route_query,route_query,route_query|service_availability,route_query,True,True,missing_slot,"The user is asking how/from where to travel to Velachery ('कहाँ से वेलाचेरी जाऊं?'), which expresses a clear route_query intent. The destination is provided (Velachery), but the origin location is unspecified and directly queried, representing execution incompleteness (missing_slot) that requires clarification to plan the journey.",acceptable_set_mismatch,1
